START_ID;END_ID;relationship;:TYPE
C42;T711;subscribes_to;SUBSCRIBES_TO
C42;T1471;subscribes_to;SUBSCRIBES_TO
C42;T1760;subscribes_to;SUBSCRIBES_TO
C42;T1447;subscribes_to;SUBSCRIBES_TO
C42;T381;subscribes_to;SUBSCRIBES_TO
C42;T1382;subscribes_to;SUBSCRIBES_TO
C42;T647;subscribes_to;SUBSCRIBES_TO
C42;T790;subscribes_to;SUBSCRIBES_TO
C42;T1860;subscribes_to;SUBSCRIBES_TO
C42;T1167;subscribes_to;SUBSCRIBES_TO
C43;T274;subscribes_to;SUBSCRIBES_TO
C43;T1881;subscribes_to;SUBSCRIBES_TO
C43;T734;subscribes_to;SUBSCRIBES_TO
C43;T835;subscribes_to;SUBSCRIBES_TO
C43;T587;subscribes_to;SUBSCRIBES_TO
C43;T62;subscribes_to;SUBSCRIBES_TO
C43;T1530;subscribes_to;SUBSCRIBES_TO
C43;T1549;subscribes_to;SUBSCRIBES_TO
C43;T770;subscribes_to;SUBSCRIBES_TO
C43;T1046;subscribes_to;SUBSCRIBES_TO
C44;T947;subscribes_to;SUBSCRIBES_TO
C44;T419;subscribes_to;SUBSCRIBES_TO
C44;T472;subscribes_to;SUBSCRIBES_TO
C44;T1564;subscribes_to;SUBSCRIBES_TO
C44;T805;subscribes_to;SUBSCRIBES_TO
C44;T1819;subscribes_to;SUBSCRIBES_TO
C44;T1870;subscribes_to;SUBSCRIBES_TO
C44;T1306;subscribes_to;SUBSCRIBES_TO
C44;T115;subscribes_to;SUBSCRIBES_TO
C44;T1868;subscribes_to;SUBSCRIBES_TO
C45;T1637;subscribes_to;SUBSCRIBES_TO
C45;T1962;subscribes_to;SUBSCRIBES_TO
C45;T533;subscribes_to;SUBSCRIBES_TO
C45;T453;subscribes_to;SUBSCRIBES_TO
C45;T788;subscribes_to;SUBSCRIBES_TO
C45;T1135;subscribes_to;SUBSCRIBES_TO
C45;T1338;subscribes_to;SUBSCRIBES_TO
C45;T480;subscribes_to;SUBSCRIBES_TO
C45;T1016;subscribes_to;SUBSCRIBES_TO
C45;T281;subscribes_to;SUBSCRIBES_TO
C46;T1129;subscribes_to;SUBSCRIBES_TO
C46;T1740;subscribes_to;SUBSCRIBES_TO
C46;T311;subscribes_to;SUBSCRIBES_TO
C46;T662;subscribes_to;SUBSCRIBES_TO
C46;T809;subscribes_to;SUBSCRIBES_TO
C46;T107;subscribes_to;SUBSCRIBES_TO
C46;T759;subscribes_to;SUBSCRIBES_TO
C46;T291;subscribes_to;SUBSCRIBES_TO
C46;T1665;subscribes_to;SUBSCRIBES_TO
C46;T810;subscribes_to;SUBSCRIBES_TO
C47;T569;subscribes_to;SUBSCRIBES_TO
C47;T818;subscribes_to;SUBSCRIBES_TO
C47;T1292;subscribes_to;SUBSCRIBES_TO
C47;T876;subscribes_to;SUBSCRIBES_TO
C47;T1693;subscribes_to;SUBSCRIBES_TO
C47;T95;subscribes_to;SUBSCRIBES_TO
C47;T1486;subscribes_to;SUBSCRIBES_TO
C47;T1302;subscribes_to;SUBSCRIBES_TO
C47;T726;subscribes_to;SUBSCRIBES_TO
C47;T79;subscribes_to;SUBSCRIBES_TO
C48;T423;subscribes_to;SUBSCRIBES_TO
C48;T1185;subscribes_to;SUBSCRIBES_TO
C48;T831;subscribes_to;SUBSCRIBES_TO
C48;T119;subscribes_to;SUBSCRIBES_TO
C48;T306;subscribes_to;SUBSCRIBES_TO
C48;T908;subscribes_to;SUBSCRIBES_TO
C48;T164;subscribes_to;SUBSCRIBES_TO
C48;T1534;subscribes_to;SUBSCRIBES_TO
C48;T1626;subscribes_to;SUBSCRIBES_TO
C48;T918;subscribes_to;SUBSCRIBES_TO
C49;T1104;subscribes_to;SUBSCRIBES_TO
C49;T1147;subscribes_to;SUBSCRIBES_TO
C49;T1023;subscribes_to;SUBSCRIBES_TO
C49;T207;subscribes_to;SUBSCRIBES_TO
C49;T963;subscribes_to;SUBSCRIBES_TO
C49;T1758;subscribes_to;SUBSCRIBES_TO
C49;T318;subscribes_to;SUBSCRIBES_TO
C49;T1142;subscribes_to;SUBSCRIBES_TO
C49;T735;subscribes_to;SUBSCRIBES_TO
C49;T1222;subscribes_to;SUBSCRIBES_TO
C50;T1965;subscribes_to;SUBSCRIBES_TO
C50;T598;subscribes_to;SUBSCRIBES_TO
C50;T1094;subscribes_to;SUBSCRIBES_TO
C50;T177;subscribes_to;SUBSCRIBES_TO
C50;T1473;subscribes_to;SUBSCRIBES_TO
C50;T1306;subscribes_to;SUBSCRIBES_TO
C50;T711;subscribes_to;SUBSCRIBES_TO
C50;T144;subscribes_to;SUBSCRIBES_TO
C50;T1571;subscribes_to;SUBSCRIBES_TO
C50;T1861;subscribes_to;SUBSCRIBES_TO
C51;T531;subscribes_to;SUBSCRIBES_TO
C51;T1349;subscribes_to;SUBSCRIBES_TO
C51;T1417;subscribes_to;SUBSCRIBES_TO
C51;T1567;subscribes_to;SUBSCRIBES_TO
C51;T1168;subscribes_to;SUBSCRIBES_TO
C51;T1966;subscribes_to;SUBSCRIBES_TO
C51;T1405;subscribes_to;SUBSCRIBES_TO
C51;T651;subscribes_to;SUBSCRIBES_TO
C51;T107;subscribes_to;SUBSCRIBES_TO
C51;T1541;subscribes_to;SUBSCRIBES_TO
C52;T963;subscribes_to;SUBSCRIBES_TO
C52;T770;subscribes_to;SUBSCRIBES_TO
C52;T1204;subscribes_to;SUBSCRIBES_TO
C52;T1677;subscribes_to;SUBSCRIBES_TO
C52;T930;subscribes_to;SUBSCRIBES_TO
C52;T1848;subscribes_to;SUBSCRIBES_TO
C52;T251;subscribes_to;SUBSCRIBES_TO
C52;T1673;subscribes_to;SUBSCRIBES_TO
C52;T1764;subscribes_to;SUBSCRIBES_TO
C52;T1688;subscribes_to;SUBSCRIBES_TO
C53;T879;subscribes_to;SUBSCRIBES_TO
C53;T1186;subscribes_to;SUBSCRIBES_TO
C53;T955;subscribes_to;SUBSCRIBES_TO
C53;T1617;subscribes_to;SUBSCRIBES_TO
C53;T902;subscribes_to;SUBSCRIBES_TO
C53;T1008;subscribes_to;SUBSCRIBES_TO
C53;T1239;subscribes_to;SUBSCRIBES_TO
C53;T1246;subscribes_to;SUBSCRIBES_TO
C53;T49;subscribes_to;SUBSCRIBES_TO
C53;T1331;subscribes_to;SUBSCRIBES_TO
C54;T889;subscribes_to;SUBSCRIBES_TO
C54;T684;subscribes_to;SUBSCRIBES_TO
C54;T1037;subscribes_to;SUBSCRIBES_TO
C54;T194;subscribes_to;SUBSCRIBES_TO
C54;T1372;subscribes_to;SUBSCRIBES_TO
C54;T169;subscribes_to;SUBSCRIBES_TO
C54;T827;subscribes_to;SUBSCRIBES_TO
C54;T1755;subscribes_to;SUBSCRIBES_TO
C54;T868;subscribes_to;SUBSCRIBES_TO
C54;T856;subscribes_to;SUBSCRIBES_TO
C55;T593;subscribes_to;SUBSCRIBES_TO
C55;T476;subscribes_to;SUBSCRIBES_TO
C55;T335;subscribes_to;SUBSCRIBES_TO
C55;T135;subscribes_to;SUBSCRIBES_TO
C55;T1424;subscribes_to;SUBSCRIBES_TO
C55;T1918;subscribes_to;SUBSCRIBES_TO
C55;T333;subscribes_to;SUBSCRIBES_TO
C55;T1625;subscribes_to;SUBSCRIBES_TO
C55;T769;subscribes_to;SUBSCRIBES_TO
C55;T1476;subscribes_to;SUBSCRIBES_TO
C56;T644;subscribes_to;SUBSCRIBES_TO
C56;T1651;subscribes_to;SUBSCRIBES_TO
C56;T506;subscribes_to;SUBSCRIBES_TO
C56;T1762;subscribes_to;SUBSCRIBES_TO
C56;T1792;subscribes_to;SUBSCRIBES_TO
C56;T1590;subscribes_to;SUBSCRIBES_TO
C56;T224;subscribes_to;SUBSCRIBES_TO
C56;T1885;subscribes_to;SUBSCRIBES_TO
C56;T1662;subscribes_to;SUBSCRIBES_TO
C56;T1577;subscribes_to;SUBSCRIBES_TO
C57;T1235;subscribes_to;SUBSCRIBES_TO
C57;T50;subscribes_to;SUBSCRIBES_TO
C57;T1793;subscribes_to;SUBSCRIBES_TO
C57;T1244;subscribes_to;SUBSCRIBES_TO
C57;T90;subscribes_to;SUBSCRIBES_TO
C57;T888;subscribes_to;SUBSCRIBES_TO
C57;T652;subscribes_to;SUBSCRIBES_TO
C57;T322;subscribes_to;SUBSCRIBES_TO
C57;T629;subscribes_to;SUBSCRIBES_TO
C57;T1777;subscribes_to;SUBSCRIBES_TO
C58;T1288;subscribes_to;SUBSCRIBES_TO
C58;T118;subscribes_to;SUBSCRIBES_TO
C58;T660;subscribes_to;SUBSCRIBES_TO
C58;T723;subscribes_to;SUBSCRIBES_TO
C58;T1154;subscribes_to;SUBSCRIBES_TO
C58;T1644;subscribes_to;SUBSCRIBES_TO
C58;T386;subscribes_to;SUBSCRIBES_TO
C58;T943;subscribes_to;SUBSCRIBES_TO
C58;T989;subscribes_to;SUBSCRIBES_TO
C58;T1206;subscribes_to;SUBSCRIBES_TO
C59;T1467;subscribes_to;SUBSCRIBES_TO
C59;T1173;subscribes_to;SUBSCRIBES_TO
C59;T1488;subscribes_to;SUBSCRIBES_TO
C59;T1507;subscribes_to;SUBSCRIBES_TO
C59;T1178;subscribes_to;SUBSCRIBES_TO
C59;T443;subscribes_to;SUBSCRIBES_TO
C59;T1594;subscribes_to;SUBSCRIBES_TO
C59;T453;subscribes_to;SUBSCRIBES_TO
C59;T462;subscribes_to;SUBSCRIBES_TO
C59;T647;subscribes_to;SUBSCRIBES_TO
C60;T1978;subscribes_to;SUBSCRIBES_TO
C60;T115;subscribes_to;SUBSCRIBES_TO
C60;T1814;subscribes_to;SUBSCRIBES_TO
C60;T1474;subscribes_to;SUBSCRIBES_TO
C60;T518;subscribes_to;SUBSCRIBES_TO
C60;T908;subscribes_to;SUBSCRIBES_TO
C60;T526;subscribes_to;SUBSCRIBES_TO
C60;T219;subscribes_to;SUBSCRIBES_TO
C60;T1144;subscribes_to;SUBSCRIBES_TO
C60;T931;subscribes_to;SUBSCRIBES_TO
C61;T212;subscribes_to;SUBSCRIBES_TO
C61;T839;subscribes_to;SUBSCRIBES_TO
C61;T659;subscribes_to;SUBSCRIBES_TO
C61;T853;subscribes_to;SUBSCRIBES_TO
C61;T332;subscribes_to;SUBSCRIBES_TO
C61;T1853;subscribes_to;SUBSCRIBES_TO
C61;T356;subscribes_to;SUBSCRIBES_TO
C61;T455;subscribes_to;SUBSCRIBES_TO
C61;T1811;subscribes_to;SUBSCRIBES_TO
C61;T319;subscribes_to;SUBSCRIBES_TO
C62;T989;subscribes_to;SUBSCRIBES_TO
C62;T1925;subscribes_to;SUBSCRIBES_TO
C62;T1729;subscribes_to;SUBSCRIBES_TO
C62;T1947;subscribes_to;SUBSCRIBES_TO
C62;T460;subscribes_to;SUBSCRIBES_TO
C62;T1063;subscribes_to;SUBSCRIBES_TO
C62;T1447;subscribes_to;SUBSCRIBES_TO
C62;T851;subscribes_to;SUBSCRIBES_TO
C62;T1032;subscribes_to;SUBSCRIBES_TO
C62;T986;subscribes_to;SUBSCRIBES_TO
C63;T1981;subscribes_to;SUBSCRIBES_TO
C63;T1175;subscribes_to;SUBSCRIBES_TO
C63;T1420;subscribes_to;SUBSCRIBES_TO
C63;T1609;subscribes_to;SUBSCRIBES_TO
C63;T731;subscribes_to;SUBSCRIBES_TO
C63;T1582;subscribes_to;SUBSCRIBES_TO
C63;T799;subscribes_to;SUBSCRIBES_TO
C63;T1347;subscribes_to;SUBSCRIBES_TO
C63;T1098;subscribes_to;SUBSCRIBES_TO
C63;T1043;subscribes_to;SUBSCRIBES_TO
C64;T1529;subscribes_to;SUBSCRIBES_TO
C64;T487;subscribes_to;SUBSCRIBES_TO
C64;T1612;subscribes_to;SUBSCRIBES_TO
C64;T1399;subscribes_to;SUBSCRIBES_TO
C64;T1753;subscribes_to;SUBSCRIBES_TO
C64;T1623;subscribes_to;SUBSCRIBES_TO
C64;T311;subscribes_to;SUBSCRIBES_TO
C64;T609;subscribes_to;SUBSCRIBES_TO
C64;T1295;subscribes_to;SUBSCRIBES_TO
C64;T117;subscribes_to;SUBSCRIBES_TO
C65;T967;subscribes_to;SUBSCRIBES_TO
C65;T305;subscribes_to;SUBSCRIBES_TO
C65;T817;subscribes_to;SUBSCRIBES_TO
C65;T830;subscribes_to;SUBSCRIBES_TO
C65;T103;subscribes_to;SUBSCRIBES_TO
C65;T178;subscribes_to;SUBSCRIBES_TO
C65;T1553;subscribes_to;SUBSCRIBES_TO
C65;T505;subscribes_to;SUBSCRIBES_TO
C65;T974;subscribes_to;SUBSCRIBES_TO
C65;T1485;subscribes_to;SUBSCRIBES_TO
C66;T1739;subscribes_to;SUBSCRIBES_TO
C66;T553;subscribes_to;SUBSCRIBES_TO
C66;T1380;subscribes_to;SUBSCRIBES_TO
C66;T1703;subscribes_to;SUBSCRIBES_TO
C66;T1561;subscribes_to;SUBSCRIBES_TO
C66;T196;subscribes_to;SUBSCRIBES_TO
C66;T1875;subscribes_to;SUBSCRIBES_TO
C66;T422;subscribes_to;SUBSCRIBES_TO
C66;T1373;subscribes_to;SUBSCRIBES_TO
C66;T656;subscribes_to;SUBSCRIBES_TO
C67;T1791;subscribes_to;SUBSCRIBES_TO
C67;T771;subscribes_to;SUBSCRIBES_TO
C67;T1836;subscribes_to;SUBSCRIBES_TO
C67;T1862;subscribes_to;SUBSCRIBES_TO
C67;T541;subscribes_to;SUBSCRIBES_TO
C67;T1184;subscribes_to;SUBSCRIBES_TO
C67;T1834;subscribes_to;SUBSCRIBES_TO
C67;T407;subscribes_to;SUBSCRIBES_TO
C67;T992;subscribes_to;SUBSCRIBES_TO
C67;T607;subscribes_to;SUBSCRIBES_TO
C68;T467;subscribes_to;SUBSCRIBES_TO
C68;T1980;subscribes_to;SUBSCRIBES_TO
C68;T617;subscribes_to;SUBSCRIBES_TO
C68;T601;subscribes_to;SUBSCRIBES_TO
C68;T449;subscribes_to;SUBSCRIBES_TO
C68;T1287;subscribes_to;SUBSCRIBES_TO
C68;T1811;subscribes_to;SUBSCRIBES_TO
C68;T1382;subscribes_to;SUBSCRIBES_TO
C68;T1230;subscribes_to;SUBSCRIBES_TO
C68;T311;subscribes_to;SUBSCRIBES_TO
C69;T141;subscribes_to;SUBSCRIBES_TO
C69;T1531;subscribes_to;SUBSCRIBES_TO
C69;T1340;subscribes_to;SUBSCRIBES_TO
C69;T448;subscribes_to;SUBSCRIBES_TO
C69;T1818;subscribes_to;SUBSCRIBES_TO
C69;T1633;subscribes_to;SUBSCRIBES_TO
C69;T667;subscribes_to;SUBSCRIBES_TO
C69;T1383;subscribes_to;SUBSCRIBES_TO
C69;T1274;subscribes_to;SUBSCRIBES_TO
C69;T143;subscribes_to;SUBSCRIBES_TO
C70;T865;subscribes_to;SUBSCRIBES_TO
C70;T1530;subscribes_to;SUBSCRIBES_TO
C70;T585;subscribes_to;SUBSCRIBES_TO
C70;T1357;subscribes_to;SUBSCRIBES_TO
C70;T1179;subscribes_to;SUBSCRIBES_TO
C70;T1734;subscribes_to;SUBSCRIBES_TO
C70;T372;subscribes_to;SUBSCRIBES_TO
C70;T65;subscribes_to;SUBSCRIBES_TO
C70;T1260;subscribes_to;SUBSCRIBES_TO
C70;T1916;subscribes_to;SUBSCRIBES_TO
C71;T495;subscribes_to;SUBSCRIBES_TO
C71;T1561;subscribes_to;SUBSCRIBES_TO
C71;T1815;subscribes_to;SUBSCRIBES_TO
C71;T1841;subscribes_to;SUBSCRIBES_TO
C71;T1878;subscribes_to;SUBSCRIBES_TO
C71;T1629;subscribes_to;SUBSCRIBES_TO
C71;T188;subscribes_to;SUBSCRIBES_TO
C71;T1078;subscribes_to;SUBSCRIBES_TO
C71;T1649;subscribes_to;SUBSCRIBES_TO
C71;T432;subscribes_to;SUBSCRIBES_TO
C72;T1485;subscribes_to;SUBSCRIBES_TO
C72;T114;subscribes_to;SUBSCRIBES_TO
C72;T1470;subscribes_to;SUBSCRIBES_TO
C72;T714;subscribes_to;SUBSCRIBES_TO
C72;T311;subscribes_to;SUBSCRIBES_TO
C72;T172;subscribes_to;SUBSCRIBES_TO
C72;T1576;subscribes_to;SUBSCRIBES_TO
C72;T480;subscribes_to;SUBSCRIBES_TO
C72;T286;subscribes_to;SUBSCRIBES_TO
C72;T208;subscribes_to;SUBSCRIBES_TO
C73;T1387;subscribes_to;SUBSCRIBES_TO
C73;T581;subscribes_to;SUBSCRIBES_TO
C73;T1537;subscribes_to;SUBSCRIBES_TO
C73;T1428;subscribes_to;SUBSCRIBES_TO
C73;T1623;subscribes_to;SUBSCRIBES_TO
C73;T849;subscribes_to;SUBSCRIBES_TO
C73;T220;subscribes_to;SUBSCRIBES_TO
C73;T1134;subscribes_to;SUBSCRIBES_TO
C73;T940;subscribes_to;SUBSCRIBES_TO
C73;T1194;subscribes_to;SUBSCRIBES_TO
C74;T781;subscribes_to;SUBSCRIBES_TO
C74;T1198;subscribes_to;SUBSCRIBES_TO
C74;T180;subscribes_to;SUBSCRIBES_TO
C74;T1634;subscribes_to;SUBSCRIBES_TO
C74;T433;subscribes_to;SUBSCRIBES_TO
C74;T1972;subscribes_to;SUBSCRIBES_TO
C74;T534;subscribes_to;SUBSCRIBES_TO
C74;T588;subscribes_to;SUBSCRIBES_TO
C74;T1075;subscribes_to;SUBSCRIBES_TO
C74;T1012;subscribes_to;SUBSCRIBES_TO
C75;T442;subscribes_to;SUBSCRIBES_TO
C75;T1706;subscribes_to;SUBSCRIBES_TO
C75;T1072;subscribes_to;SUBSCRIBES_TO
C75;T403;subscribes_to;SUBSCRIBES_TO
C75;T1987;subscribes_to;SUBSCRIBES_TO
C75;T607;subscribes_to;SUBSCRIBES_TO
C75;T739;subscribes_to;SUBSCRIBES_TO
C75;T1649;subscribes_to;SUBSCRIBES_TO
C75;T871;subscribes_to;SUBSCRIBES_TO
C75;T1121;subscribes_to;SUBSCRIBES_TO
C76;T1469;subscribes_to;SUBSCRIBES_TO
C76;T1234;subscribes_to;SUBSCRIBES_TO
C76;T847;subscribes_to;SUBSCRIBES_TO
C76;T237;subscribes_to;SUBSCRIBES_TO
C76;T352;subscribes_to;SUBSCRIBES_TO
C76;T700;subscribes_to;SUBSCRIBES_TO
C76;T348;subscribes_to;SUBSCRIBES_TO
C76;T1844;subscribes_to;SUBSCRIBES_TO
C76;T673;subscribes_to;SUBSCRIBES_TO
C76;T1115;subscribes_to;SUBSCRIBES_TO
C77;T1287;subscribes_to;SUBSCRIBES_TO
C77;T874;subscribes_to;SUBSCRIBES_TO
C77;T848;subscribes_to;SUBSCRIBES_TO
C77;T1025;subscribes_to;SUBSCRIBES_TO
C77;T1220;subscribes_to;SUBSCRIBES_TO
C77;T1486;subscribes_to;SUBSCRIBES_TO
C77;T582;subscribes_to;SUBSCRIBES_TO
C77;T1528;subscribes_to;SUBSCRIBES_TO
C77;T584;subscribes_to;SUBSCRIBES_TO
C77;T360;subscribes_to;SUBSCRIBES_TO
C78;T1935;subscribes_to;SUBSCRIBES_TO
C78;T849;subscribes_to;SUBSCRIBES_TO
C78;T1828;subscribes_to;SUBSCRIBES_TO
C78;T703;subscribes_to;SUBSCRIBES_TO
C78;T1573;subscribes_to;SUBSCRIBES_TO
C78;T1112;subscribes_to;SUBSCRIBES_TO
C78;T1499;subscribes_to;SUBSCRIBES_TO
C78;T1379;subscribes_to;SUBSCRIBES_TO
C78;T672;subscribes_to;SUBSCRIBES_TO
C78;T1242;subscribes_to;SUBSCRIBES_TO
C79;T392;subscribes_to;SUBSCRIBES_TO
C79;T1073;subscribes_to;SUBSCRIBES_TO
C79;T1207;subscribes_to;SUBSCRIBES_TO
C79;T1663;subscribes_to;SUBSCRIBES_TO
C79;T1346;subscribes_to;SUBSCRIBES_TO
C79;T1736;subscribes_to;SUBSCRIBES_TO
C79;T884;subscribes_to;SUBSCRIBES_TO
C79;T1561;subscribes_to;SUBSCRIBES_TO
C79;T1667;subscribes_to;SUBSCRIBES_TO
C79;T626;subscribes_to;SUBSCRIBES_TO
C80;T405;subscribes_to;SUBSCRIBES_TO
C80;T1584;subscribes_to;SUBSCRIBES_TO
C80;T1116;subscribes_to;SUBSCRIBES_TO
C80;T810;subscribes_to;SUBSCRIBES_TO
C80;T1025;subscribes_to;SUBSCRIBES_TO
C80;T207;subscribes_to;SUBSCRIBES_TO
C80;T1823;subscribes_to;SUBSCRIBES_TO
C80;T1671;subscribes_to;SUBSCRIBES_TO
C80;T80;subscribes_to;SUBSCRIBES_TO
C80;T1481;subscribes_to;SUBSCRIBES_TO
C81;T1946;subscribes_to;SUBSCRIBES_TO
C81;T1811;subscribes_to;SUBSCRIBES_TO
C81;T1042;subscribes_to;SUBSCRIBES_TO
C81;T1961;subscribes_to;SUBSCRIBES_TO
C81;T1011;subscribes_to;SUBSCRIBES_TO
C81;T1380;subscribes_to;SUBSCRIBES_TO
C81;T1180;subscribes_to;SUBSCRIBES_TO
C81;T1481;subscribes_to;SUBSCRIBES_TO
C81;T1973;subscribes_to;SUBSCRIBES_TO
C81;T461;subscribes_to;SUBSCRIBES_TO
C82;T957;subscribes_to;SUBSCRIBES_TO
C82;T1082;subscribes_to;SUBSCRIBES_TO
C82;T29;subscribes_to;SUBSCRIBES_TO
C82;T297;subscribes_to;SUBSCRIBES_TO
C82;T305;subscribes_to;SUBSCRIBES_TO
C82;T1338;subscribes_to;SUBSCRIBES_TO
C82;T338;subscribes_to;SUBSCRIBES_TO
C82;T1491;subscribes_to;SUBSCRIBES_TO
C82;T212;subscribes_to;SUBSCRIBES_TO
C82;T11;subscribes_to;SUBSCRIBES_TO
C83;T515;subscribes_to;SUBSCRIBES_TO
C83;T1068;subscribes_to;SUBSCRIBES_TO
C83;T13;subscribes_to;SUBSCRIBES_TO
C83;T1586;subscribes_to;SUBSCRIBES_TO
C83;T833;subscribes_to;SUBSCRIBES_TO
C83;T213;subscribes_to;SUBSCRIBES_TO
C83;T1239;subscribes_to;SUBSCRIBES_TO
C83;T1276;subscribes_to;SUBSCRIBES_TO
C83;T530;subscribes_to;SUBSCRIBES_TO
C83;T289;subscribes_to;SUBSCRIBES_TO
C84;T108;subscribes_to;SUBSCRIBES_TO
C84;T725;subscribes_to;SUBSCRIBES_TO
C84;T376;subscribes_to;SUBSCRIBES_TO
C84;T361;subscribes_to;SUBSCRIBES_TO
C84;T1143;subscribes_to;SUBSCRIBES_TO
C84;T275;subscribes_to;SUBSCRIBES_TO
C84;T459;subscribes_to;SUBSCRIBES_TO
C84;T1360;subscribes_to;SUBSCRIBES_TO
C84;T1868;subscribes_to;SUBSCRIBES_TO
C84;T1070;subscribes_to;SUBSCRIBES_TO
C85;T1512;subscribes_to;SUBSCRIBES_TO
C85;T1579;subscribes_to;SUBSCRIBES_TO
C85;T1719;subscribes_to;SUBSCRIBES_TO
C85;T1012;subscribes_to;SUBSCRIBES_TO
C85;T1112;subscribes_to;SUBSCRIBES_TO
C85;T677;subscribes_to;SUBSCRIBES_TO
C85;T1640;subscribes_to;SUBSCRIBES_TO
C85;T1411;subscribes_to;SUBSCRIBES_TO
C85;T1337;subscribes_to;SUBSCRIBES_TO
C85;T558;subscribes_to;SUBSCRIBES_TO
C86;T113;subscribes_to;SUBSCRIBES_TO
C86;T519;subscribes_to;SUBSCRIBES_TO
C86;T137;subscribes_to;SUBSCRIBES_TO
C86;T1269;subscribes_to;SUBSCRIBES_TO
C86;T1671;subscribes_to;SUBSCRIBES_TO
C86;T573;subscribes_to;SUBSCRIBES_TO
C86;T1804;subscribes_to;SUBSCRIBES_TO
C86;T1889;subscribes_to;SUBSCRIBES_TO
C86;T795;subscribes_to;SUBSCRIBES_TO
C86;T1769;subscribes_to;SUBSCRIBES_TO
C87;T1947;subscribes_to;SUBSCRIBES_TO
C87;T1057;subscribes_to;SUBSCRIBES_TO
C87;T236;subscribes_to;SUBSCRIBES_TO
C87;T1371;subscribes_to;SUBSCRIBES_TO
C87;T1502;subscribes_to;SUBSCRIBES_TO
C87;T1124;subscribes_to;SUBSCRIBES_TO
C87;T1098;subscribes_to;SUBSCRIBES_TO
C87;T764;subscribes_to;SUBSCRIBES_TO
C87;T1263;subscribes_to;SUBSCRIBES_TO
C87;T1864;subscribes_to;SUBSCRIBES_TO
C88;T723;subscribes_to;SUBSCRIBES_TO
C88;T856;subscribes_to;SUBSCRIBES_TO
C88;T79;subscribes_to;SUBSCRIBES_TO
C88;T578;subscribes_to;SUBSCRIBES_TO
C88;T1452;subscribes_to;SUBSCRIBES_TO
C88;T934;subscribes_to;SUBSCRIBES_TO
C88;T1599;subscribes_to;SUBSCRIBES_TO
C88;T748;subscribes_to;SUBSCRIBES_TO
C88;T841;subscribes_to;SUBSCRIBES_TO
C88;T155;subscribes_to;SUBSCRIBES_TO
C89;T1531;subscribes_to;SUBSCRIBES_TO
C89;T544;subscribes_to;SUBSCRIBES_TO
C89;T279;subscribes_to;SUBSCRIBES_TO
C89;T1749;subscribes_to;SUBSCRIBES_TO
C89;T760;subscribes_to;SUBSCRIBES_TO
C89;T653;subscribes_to;SUBSCRIBES_TO
C89;T469;subscribes_to;SUBSCRIBES_TO
C89;T1778;subscribes_to;SUBSCRIBES_TO
C89;T1698;subscribes_to;SUBSCRIBES_TO
C89;T1770;subscribes_to;SUBSCRIBES_TO
C90;T660;subscribes_to;SUBSCRIBES_TO
C90;T1592;subscribes_to;SUBSCRIBES_TO
C90;T211;subscribes_to;SUBSCRIBES_TO
C90;T478;subscribes_to;SUBSCRIBES_TO
C90;T43;subscribes_to;SUBSCRIBES_TO
C90;T117;subscribes_to;SUBSCRIBES_TO
C90;T30;subscribes_to;SUBSCRIBES_TO
C90;T599;subscribes_to;SUBSCRIBES_TO
C90;T595;subscribes_to;SUBSCRIBES_TO
C90;T91;subscribes_to;SUBSCRIBES_TO
C91;T959;subscribes_to;SUBSCRIBES_TO
C91;T321;subscribes_to;SUBSCRIBES_TO
C91;T891;subscribes_to;SUBSCRIBES_TO
C91;T478;subscribes_to;SUBSCRIBES_TO
C91;T986;subscribes_to;SUBSCRIBES_TO
C91;T1313;subscribes_to;SUBSCRIBES_TO
C91;T1054;subscribes_to;SUBSCRIBES_TO
C91;T1968;subscribes_to;SUBSCRIBES_TO
C91;T1706;subscribes_to;SUBSCRIBES_TO
C91;T1491;subscribes_to;SUBSCRIBES_TO
C92;T1952;subscribes_to;SUBSCRIBES_TO
C92;T1368;subscribes_to;SUBSCRIBES_TO
C92;T1305;subscribes_to;SUBSCRIBES_TO
C92;T456;subscribes_to;SUBSCRIBES_TO
C92;T899;subscribes_to;SUBSCRIBES_TO
C92;T631;subscribes_to;SUBSCRIBES_TO
C92;T1887;subscribes_to;SUBSCRIBES_TO
C92;T1078;subscribes_to;SUBSCRIBES_TO
C92;T370;subscribes_to;SUBSCRIBES_TO
C92;T114;subscribes_to;SUBSCRIBES_TO
C93;T1330;subscribes_to;SUBSCRIBES_TO
C93;T1072;subscribes_to;SUBSCRIBES_TO
C93;T1730;subscribes_to;SUBSCRIBES_TO
C93;T1423;subscribes_to;SUBSCRIBES_TO
C93;T1532;subscribes_to;SUBSCRIBES_TO
C93;T699;subscribes_to;SUBSCRIBES_TO
C93;T589;subscribes_to;SUBSCRIBES_TO
C93;T1322;subscribes_to;SUBSCRIBES_TO
C93;T1448;subscribes_to;SUBSCRIBES_TO
C93;T93;subscribes_to;SUBSCRIBES_TO
C94;T1934;subscribes_to;SUBSCRIBES_TO
C94;T1276;subscribes_to;SUBSCRIBES_TO
C94;T749;subscribes_to;SUBSCRIBES_TO
C94;T1144;subscribes_to;SUBSCRIBES_TO
C94;T83;subscribes_to;SUBSCRIBES_TO
C94;T1597;subscribes_to;SUBSCRIBES_TO
C94;T4;subscribes_to;SUBSCRIBES_TO
